delta_x,delta_y,delta_theta
-6.284993539384942e-05,-3.281252514586441e-05,0.0
1.4966585454079251e-05,-1.4509974330501052e-05,-0.0001266665607018158
2.3327499949377106e-05,2.623055375927663e-05,-0.00016745009638130526
-1.6067540322017848e-05,2.6362800661594576e-05,0.00039411665708311006
3.7734004240119745e-06,6.738039357578884e-06,-0.00039999999999995595
-1.245885226230925e-05,-3.8618485841190875e-05,0.00039999999999995595
3.0578861571650684e-05,6.8537432591497804e-06,-0.00029999999999996696
-1.6944984030708987e-05,3.081834958340579e-05,0.00019999999999997797
8.196395021142777e-06,-2.298215434493045e-05,-0.00012857118528608602
-7.5140565394260506e-06,-2.3285349113777443e-05,0.000228571185286075
8.954409336681124e-06,4.375430715697348e-05,-0.00019999999999997797
1.7148126540522668e-05,-2.1618614300500383e-05,0.00012666772629743583
1.9108870146222756e-05,-5.063692533457953e-05,-2.6667726297446848e-05
-7.666879703172036e-05,7.572373928965703e-05,0.00011999999999989797
6.255997425075321e-05,-0.00013692002574927642,-0.00021999999999988695
-5.8848172668768406e-05,0.00016402825782613206,0.0003058818579602107
7.8821601158241e-05,-0.00011088831472960692,-0.0003058818579602107
-4.2000080003101736e-05,5.452003179051701e-05,0.00018666613685125455
6.556682826031057e-05,-0.00012715320829670418,-0.00015333545259466064
-0.00011776157490528405,0.00018376400962605288,0.00040512986667318174
0.00010623789334118783,-0.00013573075607720142,-0.00043846055092977565
-6.041214321272914e-05,5.8292846331298165e-05,0.0001928560480917163
8.55356737794466e-05,-0.0001550928407212382,-0.0002928560480917053
-8.202931012712966e-05,0.0001536352663986662,0.0005999999999999339
3.404927992767259e-05,1.0718137399834404e-05,-0.0004999999999999449
-3.7739955813242965e-05,1.72666012883127e-05,5.999936421141605e-05
3.5869974836844065e-05,-0.00015308256003443432,4.0000635788572936e-05
-1.8249213999954605e-05,0.00014621176224238752,9.998807962796619e-05
4.3134583641024626e-05,-0.00010266095137634323,-9.998807962796619e-05
-7.676869126871377e-05,0.00011181181719699396,0.0002333328035095672
4.8893429759666596e-05,-7.392676786199814e-05,-0.0002866666666583306
9.20240136748074e-06,-2.9923191259939586e-05,0.0002533338631487414
1.1337501676367268e-05,1.2549886006851807e-05,-0.00019999999999997797
-1.8088227704327053e-05,3.110002804884715e-05,-9.999999999998899e-05
1.6541642629208653e-05,-2.8573487478311677e-05,0.0002733322737025201
-3.060341492489016e-05,7.312345942889209e-05,-2.3332273702436623e-05
-1.6400002235128497e-05,-0.00014060005289895372,7.499962747159472e-05
4.899987706530329e-05,8.551012728563734e-05,-0.000534998912215201
-1.7020570312831218e-05,-4.347767112111711e-05,0.0004982354038409742
-3.902930292787321e-05,0.00017100426583827044,-6.15695583956466e-05
-7.353414751110066e-06,-0.00012564939742176762,0.00036153221423140813
-4.322985474147778e-06,-6.658391419556153e-06,-2.484474410469062e-05
-4.322976885240415e-06,-6.65837819102677e-06,-2.4844694742842677e-05
-4.3229854742588e-06,-6.658391420444332e-06,-2.484474410469062e-05
6.546236099524982e-05,-4.1082110650236814e-05,-0.00023366459198093104
-6.072571720505682e-05,0.00012110575296730985,5.571465063591852e-05
5.475234148588637e-05,-6.609248914735133e-05,-0.0002357146506359875
1.1590684983464605e-05,-3.825038234950284e-05,-8.571525885558984e-05
6.609427868897733e-06,6.717071798334473e-06,0.00027238118376904374
-3.921049132415977e-05,7.189005343644084e-05,-0.00016791583178132896
-2.5002901561266277e-05,-9.490018467950279e-06,0.000281249906867842
5.7766655752300444e-05,-5.9679988237526516e-05,-0.0004999999999999449
2.077999999994251e-05,-2.4380000000157054e-05,0.00039999999999995595
-5.714284741142883e-05,0.0001070642608986816,7.142370572310597e-06
-1.3932168980046455e-05,-6.089256428865042e-06,-0.00010714237057229958
4.428832800240645e-05,-0.00010732172623750813,-5.333386314876343e-05
-2.98133116108934e-05,7.548672176760363e-05,-6.666136851185556e-06
1.1111848028821925e-05,-4.682823611990017e-05,0.00015999999999993797
-3.121184802878929e-05,9.268823612007537e-05,0.0
3.847059450512447e-05,-0.00011874708357328956,-0.00013529444763893395
-1.5623488492821913e-05,2.9594220439577157e-05,0.00018823471663176328
2.37529416717841e-05,-1.0247074877511864e-05,-0.00015294026899281832
-6.632677104101425e-05,4.360000953607113e-05,0.00029999999999996696
8.302692998485295e-05,-4.5867003099608894e-05,-0.00039999999999995595
-1.906020662800767e-05,1.254693157370923e-05,9.999999999998899e-05
2.0277595332629517e-05,-5.067418116944111e-05,-4.7059731007159655e-05
-6.63575953325779e-05,0.00010557418117063122,0.0003070597310070866
3.6204666283401465e-05,-5.669756588133623e-05,-0.00015999999999993797
-5.564666283430775e-06,1.6867565880929192e-05,0.00019999999999997797
7.939270278090049e-05,-4.741415762676837e-05,-0.0004999999999999449
-8.749270698826805e-05,-8.182899299491453e-06,0.0005588236119096202
1.923338893283777e-05,4.218025886526533e-05,-0.0002921574750582856
5.733292007814583e-06,-8.37986881752073e-06,0.0003600004238504262
2.4433323266737084e-05,-1.5533331216843749e-06,-0.0005266665607017718
-2.266667196493266e-06,-3.09333057826322e-05,9.999999999998899e-05
-6.371550606409926e-05,-5.872607011347952e-06,9.999999999998899e-05
3.0382173260568024e-05,3.637257045419062e-05,9.999999999998899e-05
3.819999999998824e-05,-1.9666576598353913e-06,-0.00019999999999997797
-3.925291923201346e-05,2.5135277617494012e-05,9.999999999998899e-05
3.257795499467253e-05,-4.335204230088152e-05,0.0
-1.9285035762650615e-05,-2.448323531645258e-05,0.0
-6.040034272514205e-06,-3.425004842938506e-05,0.0
2.749998658868602e-05,2.792848157184835e-06,-0.00010714237057229958
-1.7511648878754116e-05,-7.285447665594802e-05,0.00020714237057228857
-5.526830343738354e-05,0.00016871167692755762,0.00021999999999988695
8.519434945497562e-05,-6.477150544981214e-05,-0.0006199999999998429
-2.011437329718646e-05,3.416526625343863e-05,0.00033124962746611253
-8.039993641739684e-06,-3.9247080361626274e-05,-0.00013124962746613456
2.998843900758885e-06,-4.0584934088983005e-06,0.00029999999999996696
-1.6088502587940923e-06,1.0819077953527767e-05,-9.999999999998899e-05
1.3963367241798252e-05,-3.05206640165423e-05,-0.00039999999999995595
-2.3075864075128294e-05,1.5325942801958092e-05,0.0004999999999999449
4.647681198510778e-05,6.585891107402375e-05,-0.00029999999999996696
-4.721429130982724e-05,-2.6771454845864184e-05,0.00039999999999995595
2.3624893829010674e-06,6.062486402669265e-06,-0.00039999999999995595
2.5804192118838998e-05,-1.1062427592634094e-05,9.999999999998899e-05
1.5580383839197687e-05,-5.658240737904663e-05,-0.00019999999999997797
-6.970000280492883e-05,0.00011022943214200609,0.00039999999999995595
6.547294382175384e-05,-0.00010906712966640697,-0.00039333386314854835
-3.454502274924387e-05,3.422003417163921e-05,0.00020583311808097804
3.9532228584882034e-05,1.3107213897356473e-05,8.750074506758132e-05
-3.660711682584861e-05,9.992902929134573e-06,9.999999999998899e-05
2.2523376295602304e-05,-4.104716744013359e-05,-0.0004941180595485761
-3.6923471663175e-05,1.4047062535382793e-05,0.0004941180595485761
5.815885025883816e-05,-6.41646718930744e-05,-0.00029999999999996696
-3.481595589394093e-05,9.769324599773199e-05,0.00035714310042389563
3.540712113236921e-05,-9.697851092393961e-05,-0.00035714310042389563
-9.33233321176452e-06,3.214998590550522e-05,0.00011176528336820368
-1.4217707717034678e-05,-3.4600643443738477e-06,-1.1765283368214696e-05
1.5100013510682686e-05,-2.856499032954929e-05,0.00019999999999997797
-1.5899957425125066e-05,-6.582162328072627e-06,7.857118528620255e-05
3.33799693459369e-05,9.747167915463706e-06,-0.00023857118528614052
-1.2527071692969294e-05,-1.1745856613565309e-05,8.941209469304212e-05
1.96470716929964e-05,6.260585661355123e-05,-0.00012941209469308212
-1.915883260394935e-05,-4.3417693256664336e-05,0.0002764697632671176
-1.7561178840219682e-05,7.09710200208491e-05,-0.0002298028846710043
4.287390133161928e-05,-9.663794694514394e-05,-4.666687859611329e-05
-5.15138924305214e-05,6.831796093198506e-05,0.00017333343929815115
4.7560002543134416e-05,-2.6833340750265222e-05,0.0001266665607018158
-2.5413332485624274e-05,2.331342785311108e-05,-9.333375719244863e-05
2.103100775874278e-05,-3.1831145200555966e-05,-0.00035372457134896784
-6.94576918036649e-05,3.145769890888772e-05,0.0004937252071375298
3.4554415127341365e-05,4.9517047439273654e-05,-0.00034666687859608025
4.38856766930007e-05,-0.00010229923399052154,4.210460272036087e-05
-3.3000752898137975e-06,0.00013604220498919517,-0.00014210460272034986
-2.5405845394343984e-05,-0.0001098528553793443,9.999999999998899e-05
-6.831400392370846e-05,8.803295360859664e-05,0.00029999999999996696
8.674834046251689e-05,-8.135871709846754e-05,-0.00039999999999995595
-4.872849114445632e-05,3.2778618869855336e-05,9.999999999998899e-05
1.709999999999212e-05,1.7239999999141276e-05,-0.00019999999999997797
-6.897060291988222e-05,-1.2781183400534246e-05,0.0004411763880902697
8.781060291984666e-05,8.741183401106412e-06,-0.00024117638809029174
-4.58600104903395e-05,1.98599599459115e-05,-2.0000953675269884e-05
3.227001049044276e-05,-6.1309959946243e-05,-0.0001799990463247081
-4.971000254327951e-05,0.00010587010681284426,0.00029999999999996696
5.115993953330733e-05,-9.902011532680888e-05,-0.0002500008514840779
-6.218742749064532e-05,2.1637520621453632e-05,0.0002500008514840779
3.917984093881888e-05,-1.3752860748006412e-05,-0.00029999999999996696
-1.6592350438271453e-05,5.8815348641161336e-05,0.00029999999999996696
1.6700031789440573e-05,-7.644665734218847e-05,-0.0003066662428075073
-2.514003178943902e-05,7.558665734208603e-05,0.0003466662428075473
6.469628604210964e-05,-9.055244691502651e-05,-0.00048374972060383215
-0.00010274198597393092,0.00012296958587931783,0.000686607350031565
7.125631827897827e-05,-8.124536807141425e-05,-0.0008487395698790756
-4.354201991385587e-05,2.4659502948942702e-05,0.0007058819404512917
6.111427622612631e-05,-4.178571866475522e-05,-0.0005999999999999339
-8.521340646694409e-05,0.00011318507760638141,0.0007411772130594407
8.954546375805617e-05,-0.00013764562433937755,-0.0006411772130594517
-0.00010922821177250519,0.000139695051954547,0.0005866661368512105
0.00011680277320613719,-0.00014632000079739527,-0.0005866661368512105
-8.474944570080467e-05,0.00010063327585108084,0.0006333338631485663
5.1517578503523787e-05,-1.829184771739989e-05,-0.0007333338631485553
-7.325762618692888e-05,5.725851226490164e-05,0.0007599999999998719
7.897993387806501e-05,-1.2439927520091487e-05,-0.0007599999999998719
-1.5150281276188338e-06,-4.306004118781459e-05,0.0003249996274716782
1.6484213309908569e-06,-2.3406708661077857e-05,-0.0002983330667698514
-5.169332708143681e-05,3.3866677369154274e-05,0.0007733334392980851
2.9243521822097662e-05,4.833411673921262e-05,-0.0002823530236732985
1.4376478177924312e-05,-3.45941167392283e-05,-1.764697632666845e-05
-5.14411112981783e-05,-5.200014024708821e-06,-0.0001764697632671286
-2.06388422892001e-05,-1.6960026665735484e-05,9.647008116142608e-05
6.731320479935743e-05,6.586003274300367e-05,-2.0000317894286468e-05
1.0284348327949111e-05,-3.950581929768049e-05,0.00019999999999997797
-2.8117599539911886e-05,-3.439417275519219e-05,-0.00039999999999995595
1.9623530566725833e-05,7.152952891331665e-06,-9.999999999998899e-05
-2.6150222134702084e-05,-5.406248607009445e-06,0.0003866661368512325
2.3653362897113617e-05,2.1653263925891508e-05,-8.666613685126556e-05
6.802741178035809e-06,-3.8235318756463244e-05,-0.00022941250718755413
-4.870987282079575e-06,-3.181356850845418e-06,0.00012941250718756514
1.1356858220512578e-06,-3.5067642665254084e-06,0.0
9.239191027132776e-06,3.8323428748654464e-05,0.00019999999999997797
-1.5913271556478037e-05,9.419963759249583e-06,-0.0002600009536828374
-2.538431696186283e-05,1.0608754224428196e-05,-3.999904631712958e-05
-3.810748201105163e-06,1.195886460525486e-05,0.00019999999999997797
2.5525034645146327e-05,-3.7487539674252446e-05,-0.0001500000000000945
1.10029669159184e-05,-5.976461018519785e-06,1.4705552361160557e-05
-2.3773027314932804e-05,3.0336515060014335e-05,-0.00023803782606357515
9.040018437267427e-06,6.905996836970019e-05,0.00033333275054014955
5.5040844215703544e-08,4.298718740969321e-06,-0.0002600004768376074
4.667855341033977e-06,-3.404735150613902e-05,0.0001428576294277839
-1.0954632128967745e-05,-4.8177244939218156e-05,-0.0002428576294277729
-2.244527931527518e-05,6.0420123004334414e-05,0.0
1.2570572207604158e-06,4.9152398955421006e-05,0.00019999999999997797
5.1295289118513665e-06,-4.2978444571240004e-05,8.823611909747342e-05
-3.432992228413756e-05,3.521209975509976e-05,-3.824207928349033e-05
-4.87869393661633e-07,-6.364741383801942e-05,-0.0003264648755432198
1.6559802275550872e-05,6.40971481864483e-05,0.0003764708357292257
4.101414363610889e-05,-6.150059604692615e-06,0.0
-4.690334439416688e-05,-1.3976449197983243e-05,-1.7647223819583502e-05
3.9217661248480695e-05,-1.8823547395463436e-05,-0.00038235277618037244
-7.954666369969221e-05,8.323336300275486e-05,0.0004999999999999449
9.011146090598388e-05,-9.248635021297247e-05,5.882278694047116e-05
-1.1344847751559861e-05,1.4693005329746711e-05,-5.882278694047116e-05
-1.5199974727098109e-05,-5.788001049022995e-05,-0.00029999999999996696
2.187889283700173e-05,3.2039265227545854e-05,0.0
-2.8238867564644998e-05,5.466072714277459e-05,0.00038000000000004697
2.4716616692121995e-05,-5.300121004747638e-05,-0.000180000000000069
-5.21661669206086e-06,-0.00010133878995244316,-0.00039999999999995595
-4.377334520144771e-05,0.00012356668658863867,0.00019999999999997797
5.711334520142053e-05,1.501331341113854e-05,9.999999999998899e-05
-1.2793333757254999e-05,-3.1120003496809545e-05,9.999999999998899e-05
-3.0948911421413428e-06,-4.9315262901750145e-05,-0.00019999999999997797
3.966065371896477e-06,2.9635411014083957e-07,0.0
-7.057849691460838e-06,0.00012250558902149322,2.6666560701826825e-05
-4.302426302782436e-06,-5.233721934683189e-05,0.00027333343929814014
1.158244664800634e-05,-4.080946978390898e-05,-0.0002799996821056805
-1.845877723705147e-05,-8.314079014581921e-06,-7.294198935281493e-05
1.3998655483571376e-05,5.393410953224986e-05,9.294071777565804e-05
6.540110627173412e-06,-4.420018119510871e-06,0.00018000095368275737
-1.79329725257249e-05,6.785867915581889e-06,-0.00011999999999989797
-1.2766984559209327e-05,-8.633255153700503e-05,-0.00018666613685125455
3.2533725409233938e-06,6.319339691263082e-05,-1.3333863148723424e-05
4.5819540240077394e-05,-3.783729938167113e-05,0.00029999999999996696
-2.1752999974089526e-05,5.372058779240518e-05,7.857118528620255e-05
7.80004427802794e-06,-6.0350001702680345e-05,-0.0003785711852861695
-3.543329889532654e-05,2.9380096957076773e-05,0.0004999999999999449
7.053996990658007e-05,-6.469344056903026e-05,-0.0005999999999999339
-9.810682528244019e-05,6.716041877030676e-05,0.0008999999999999009
6.194689352256866e-05,-1.899371109548298e-05,-0.0009266661368512175
6.488934528037227e-06,-4.5110316430729824e-05,0.0004338100887595342
-7.135673779412599e-06,6.465695236812508e-05,-0.00010714395190825066
4.199634426882426e-07,-5.273337041700188e-06,0.00029999999999996696
-7.369982069072023e-06,-4.487660260821258e-05,-0.00029999999999996696
-7.44269948127485e-06,-1.3200083340159097e-05,9.999999999998899e-05
2.949863510970374e-05,-1.522054907532322e-05,0.0
-3.6729448641192874e-05,0.0001276823315743414,0.00021764697632664642
1.4283531639125435e-05,-5.363175950900967e-05,-0.00011764697632665744
2.472826136346029e-05,-4.0480016829214094e-05,-0.00019999999999997797
1.041162538628626e-05,-7.813755246122156e-05,9.999999999998899e-05
-3.784997615252639e-05,0.0001079869911526643,0.00034999403981395005
-7.955844428919612e-06,2.5121123557347858e-05,-0.00024999403981396107
5.305954494883025e-06,-5.1170596282901215e-05,0.0
4.618566759151399e-05,-1.4857112672572725e-05,0.0
-6.37391034907786e-06,3.4512661679642065e-06,-9.999999999998899e-05
-4.0111777905638135e-05,4.6805897367718785e-05,0.00029999999999996696
1.8574998882470162e-05,-1.983748826450693e-05,-0.00029999999999996696
-3.88750561030049e-05,4.529783444873203e-05,0.0004999999999999449
8.148670248242507e-05,-5.757369138503776e-05,-0.0005999999999999339
-5.00513592289753e-05,2.6136885585614777e-05,0.00039999999999995595
1.9164713967123603e-05,-1.1072747679641282e-05,-0.00029999999999996696
-3.2099964237253253e-05,1.1024116770563808e-05,0.0004749988824150897
3.70000104307211e-05,3.195000968592154e-05,-0.0004749988824150897
-5.243984274438951e-05,-3.687845806332746e-05,0.0004533322737025891
3.7392729065222063e-05,-2.7705275470246704e-05,-0.0007709792500292245
-4.4252932514310395e-05,1.375881437226667e-05,0.0006176469763266024
3.3924998137369045e-05,6.047500782280224e-05,-0.000281249906867842
1.2763223957046321e-05,-9.927500641992992e-05,0.00014007351877753926
-9.514932735710246e-06,4.226004787000193e-05,-0.00010548974876090078
3.901749756729522e-06,-1.665998668798352e-05,-2.2083211224321886e-05
1.843094520492805e-05,2.9211603123968644e-05,-3.125065192444154e-05
-2.7610766336727544e-05,-3.260684963279914e-05,0.00039523841961841555
3.136952403282045e-05,-2.4822499764098893e-05,-0.000448180091076944
-3.827103476405913e-05,3.1311511639486866e-05,0.0003091919508546592
3.264629274757347e-05,2.2446172048162794e-05,-0.00045625027939610874
-1.9777273689070007e-05,-7.61901452852598e-05,0.0004999999999999449
-1.7627263109165625e-06,9.535014528605501e-05,-0.00029999999999996696
-7.164725681518824e-06,-2.394127959171044e-05,0.0001764697632671286
3.000491069593547e-05,-4.258815777369307e-06,-0.0001764697632671286
-7.640081700399648e-06,-9.387996503029683e-05,0.00024666613685120353
-8.025095490915568e-06,9.611754568439324e-05,-0.0002841663231152314
2.222499217696683e-05,-0.00011143748528574804,0.00023750018626400582
-5.7523550201277196e-05,0.00017941763319928583,0.0
7.132355020122993e-05,-0.00010365763319875043,-0.00015999999999993797
-6.937997742950675e-05,1.5779967256435157e-05,0.00011999936421136503
3.532014273199824e-05,-4.634657140467624e-05,-0.000259999364211394
2.7199008194589425e-06,3.539878141722852e-06,0.00019999999999997797
-1.286000413358579e-05,3.3066656070168676e-05,0.00019999999999997797
2.423523105676839e-05,-3.529403830615507e-05,-0.00039999999999995595
-3.704243359103909e-05,1.531552647460188e-05,0.00039999999999995595
4.793647030765236e-05,7.108078422746189e-06,-0.00039999999999995595
-4.4922582563056146e-05,-5.856374188262237e-06,0.0006933322737026071
7.769322895967434e-05,-6.492647858191702e-05,-0.0007666661368512795
-0.00010788744877754386,8.78408287343646e-05,0.00047333386314862835
0.00010007319128402248,-6.99588656702943e-05,-0.00039999999999995595
-5.513899212905571e-05,4.244469671466078e-05,0.0004999999999999449
9.245327346418808e-05,-8.287330366396617e-05,-0.0005999999999999339
-0.00012947496423743043,5.444986489777648e-05,0.00019999999999997797
3.959992325996975e-05,1.9775210351902217e-05,-9.999999999998899e-05
-2.3924932001428978e-05,4.550826232296856e-05,0.00019999999999997797
5.133993483219523e-05,-7.596003708698618e-05,-0.0002133338631487014
-5.2089419476319954e-05,7.517695580272488e-05,0.0002133338631487014
3.689219872082816e-05,-7.38645135376359e-05,-0.00010714395190825066
1.9572425109526392e-06,7.576421478194817e-05,0.0002446441381722675
8.566669812526406e-06,-3.454322622786776e-05,-0.0003375001862639948
-5.293998527111654e-05,1.557326360934752e-05,0.0003733334392981291
6.80866800180091e-05,-4.737996312531578e-05,-0.00027333343929814014
-7.401334816814487e-05,0.00011479996821162075,0.00039999999999995595
0.00011105989509652137,-0.00014847984423393967,-0.0005999999999999339
-8.325364109185163e-05,0.00011589234926301373,0.000581249906867809
4.083367987328668e-05,-3.897909116279408e-05,-0.00048124990686782
-3.519937056828404e-06,-4.313996556337685e-05,0.00039999999999995595
-1.0386691038699603e-05,8.320644202353122e-05,-0.0003666671964903667
-3.141992264643623e-05,-3.6713297303592185e-05,0.0003133333333416033
5.24865874121927e-05,-1.3336092772320285e-06,-0.0004466661368511815
-4.329997054819401e-05,-6.585298374606197e-05,0.00045000000000006146
-3.399999999986747e-06,3.897500782379382e-05,-0.0001374994412077779
8.924972805357534e-06,-2.7975024214477173e-05,-3.7500186264027846e-05
-2.4378309105732576e-05,9.868003991542196e-05,2.499962747171125e-05
5.129710365925355e-06,-3.4779935169204634e-05,0.00015882501437536334
3.832362593447769e-05,-4.050008835498886e-05,-0.0003588250143753413
-2.6666635760452806e-05,-3.255677708757787e-06,0.00011111037524669243
3.2086635760375515e-05,-5.518432229134618e-05,-1.1110375246703441e-05
-9.771993869212015e-05,0.00017789001532708681,0.00019999999999997797
5.5279842370969945e-05,-8.019003869197405e-05,-9.999999999998899e-05
-3.1832855167612806e-05,2.7934120387484995e-05,9.411805954862018e-05
7.795295148882442e-05,-0.00010199409702238427,-0.00039411805954858714
-4.819997896299277e-05,2.9123541786191254e-05,0.0005999999999999339
3.7033257990204405e-05,2.5176434371942946e-05,-0.00039999999999995595
-2.32799522636995e-05,3.1326653844310215e-05,9.999999999998899e-05
-5.78857352739881e-06,-1.5854956885164029e-06,0.0
-2.9671943290621172e-05,-4.16411547501383e-05,0.00019999999999997797
1.0489531610979874e-05,-5.9541176988808786e-05,-0.00019999999999997797
-1.2502341556586138e-05,0.00011380119742465666,1.999999999990898e-05
2.3119980926411543e-05,-2.1499846456940475e-05,4.0000953682950424e-05
2.9000190736594433e-06,-5.196015354336225e-05,-0.0002600009536828374
-2.559999999995899e-05,4.255341492598319e-05,0.0003866661368512325
4.337660580044922e-05,-3.588859107228615e-05,-0.0005807828764450296
-9.789661088677182e-05,5.9215202849571824e-05,0.000494116739593764
2.6386645792020325e-05,3.382002415897034e-05,-0.00019999999999997797
4.429585463761043e-05,-5.80187696623824e-05,9.999999999998899e-05
4.5837504656698336e-05,-5.188128119915092e-05,0.0
-2.4471549727511643e-05,6.362858821518103e-05,0.0
2.8215936858089208e-06,-8.428397481274885e-06,9.999999999998899e-05
-1.2431919676370029e-05,3.6663369964884396e-05,-0.00024545375728801666
3.698187571798961e-05,-4.446356069909285e-05,4.545375728803869e-05
-5.1502562880001435e-06,4.701335082124558e-06,-4.999403981398309e-05
-2.2335491570490973e-05,-7.558479885538816e-06,0.00013570783896588168
4.182960933762914e-05,-1.306793231048431e-05,-0.00018571379915188757
-5.5158149626199915e-05,8.696568938759697e-06,0.00029999999999996696
1.0420903526764391e-05,-1.354477599058157e-05,-0.00029999999999996696
-6.250661537965385e-05,6.637328416569943e-05,0.00029999999999996696
0.00011763566927791569,-9.136400715270554e-05,-0.0004999999999999449
-7.728274163110171e-05,0.00010382871410730132,0.0007411763880902367
0.00010624056675034854,-0.00017409141282698215,-0.0007945086617928698
-0.0001399402153178242,0.00012030658634376579,0.0007533322737025561
7.908205603979201e-05,-2.2585856377155267e-05,-0.0007117652833681376
-5.108404175879766e-05,1.300428321293623e-05,0.0009117652833681156
9.292519009762579e-05,-5.882797646616922e-05,-0.0010999999999998789
-9.350505294025702e-05,1.0436665071722473e-05,0.0009642847411444055
3.834856948226051e-05,0.00010629300408737663,-0.0006842847411443476
-1.862000635777239e-05,-6.757988047212393e-05,0.0004199999999998649
2.6700006357849304e-05,-3.0820119527597e-05,-0.00029999999999996696
-4.2800203452486585e-06,6.527319515470253e-05,9.999999999998899e-05
1.6962345072091267e-05,-8.696130645446942e-05,0.00029999999999996696
-4.664218803451803e-05,0.00016164133549079196,-0.0002533354525946496
7.341604951216496e-05,-0.0002450031832132993,-5.291408174490364e-05
-8.151618620455547e-05,0.00020634995902124587,0.0001462495343396153
7.495988555805688e-05,-0.00016505996757398833,-0.0002199980926345102
-4.83586965477345e-05,0.00015100112292554257,0.0002447036449955142
5.1321318254027304e-05,-0.0001237536603797551,-0.0003522049935686944
-7.251566211063931e-05,9.968899129120246e-05,0.0003757355603051238
5.757970537556556e-05,-8.343637436336593e-05,-0.00030156860471275415
-4.872658231813709e-05,4.699331733082346e-05,0.00024666634876391313
3.845299870475216e-05,-6.955108066097893e-05,-0.0001333338631486214
-1.039969504113003e-05,9.383764030523878e-05,8.666613685126556e-05
1.0946728125293959e-05,-4.0119988874209866e-05,0.00011333386314871241
2.0699888738762162e-05,-1.931335134663925e-05,-0.00019999999999997797
-3.350658507517146e-05,-8.580015894210646e-06,0.00019999999999997797
-3.0928561647103336e-05,0.00010742871778735008,5.294167145852846e-05
0.00010858538017455288,-0.0001608479213270897,-0.00022794316159391315
-6.336443418020199e-05,9.56268691458817e-05,0.0001678591195630741
7.225991722092928e-06,-9.591424226673695e-05,-0.00019285762942766738
-6.313171184035848e-05,0.00014062000303027844,0.00012000031789427545
6.49600321073196e-05,-9.540005912889171e-05,-6.000031789432647e-05
-2.768998733393424e-05,5.837373109507382e-05,0.00012124990686790404
3.760998733404186e-05,-0.0001564537310949632,-6.124990686795506e-05
-0.00010876000000004105,0.00017525999999978836,-1.999999999990898e-05
0.000131126607327392,-0.00013964646745634468,-0.0002066677262972938
-8.482652785501976e-05,0.00018518654216048702,0.0006066677262972497
9.729990413642753e-05,-0.00019566506837076503,-0.0007500007450564894
-0.00010257999600660206,6.943165673067853e-05,0.0005233341843546846
1.1320025113392695e-05,4.700674073543354e-05,-0.00027333343929814014
2.32099872844449e-05,-6.863403799073353e-06,0.00034999999999985043
4.720003427272079e-05,-3.0316666004281956e-05,-0.0004166669978042936
-4.6337543958663296e-05,-7.608347407206395e-06,9.791662527058875e-05
4.261246311987321e-05,-3.052506109391118e-05,-0.00012500009312654825
-2.5654381368256374e-05,2.9441260711138284e-05,9.375046566040268e-05
-8.623516542072274e-06,1.1694102632020531e-05,9.999999999998899e-05
